GAMA;RAJ2000;DEJ2000;rPmag;zh;q_zh;G;Sp;ph;umag;gmag;rmag;imag;zmag;Jmag;Kmag;rSmag;Sloan;DR6;SDSS-ID;ZID
   7694;179.05973;+00.81279;19.4885;-2.00000;4;  ;Sp;rd;22.8894;20.8831;19.4940;18.9433;18.5798;18.0363;17.8104;18.8861;Sloan;DR6;588848900985979067;G12_Y2_042_028
   7695;179.07375;+00.75155;19.4361;-2.00000;4;  ;Sp;rd;22.2175;20.9113;19.4630;18.9525;18.6560;18.1994;17.8586;19.3372;Sloan;DR6;588848900985979093;G12_Y3_024_142
   7696;178.93486;+00.80000;19.6432;-2.00000;4;  ;Sp;rd;21.6120;20.5190;19.4878;19.0449;18.8965;18.5701;17.9585;19.5652;Sloan;DR6;588848900985979102;G12_Y3_024_153
   7697;178.99613;+00.76920;19.1256;-2.00000;4;  ;Sp;rd;20.2428;19.4944;19.1537;18.8879;18.8127;18.5869;18.6160;19.1130;Sloan;DR6;588848900985979134;G12_Y1_ND3_307
   7698;178.94496;+00.83806;19.6879;-2.00000;4;  ;Sp;rd;       ;20.5608;19.4803;19.2963;18.9441;18.4386;17.7610;18.6231;Sloan;DR6;588848900985979232;G12_Y3_024_155
   7699;178.95320;+00.83545;19.5503;-2.00000;4;  ;Sp;rd;25.0763;20.7021;19.4764;19.2408;18.9705;18.5527;18.2648;19.4596;Sloan;DR6;588848900985979250;G12_Y2_014_060
   7700;179.03840;+00.63642;19.5583;-2.00000;4;  ;Sp;rd;22.5399;20.4936;19.5978;19.0928;18.7127;18.6419;18.0174;19.2482;Sloan;DR6;588848900985979447;G12_Y3_024_140
   7701;179.06623;+00.81847;19.7767;-2.00000;4;  ;Sp;rd;21.2711;20.7049;19.7306;19.2657;18.7572;18.7411;18.1005;19.5940;Sloan;DR6;588848900985979504;G12_Y2_014_052
   7703;179.18813;+00.74229;16.1642; 0.07800;5;12;Sp;rd;18.7909;17.0071;16.1172;15.7212;15.4380;15.0735;14.9741;16.0286;Sloan;DR6;588848900986044478;80161989468356608
   7704;179.09573;+00.63721;19.3243;-2.00000;4;  ;Sp;rd;22.1263;20.5830;19.3174;18.8672;18.6013;18.3331;17.8440;19.3981;Sloan;DR6;588848900986044504;G12_Y3_024_136
   7706;179.12387;+00.78892;19.3286;-2.00000;3;  ;Sp;rd;22.3509;20.3628;19.2866;18.8016;18.5363;18.0714;17.7910;19.2133;Sloan;DR6;588848900986044516;G12_Y3_041_031
   7707;179.12796;+00.78232;19.1717;-2.00000;4;  ;Sp;rd;22.0408;20.5047;19.1701;18.7344;18.5227;17.9980;17.5686;19.1115;Sloan;DR6;588848900986044519;G12_Y1_DN1_343
   7708;179.13323;+00.72110;19.4459;-2.00000;4;  ;Sp;rd;20.9710;20.1432;19.4788;19.1605;19.0384;19.1239;18.5008;19.5822;Sloan;DR6;588848900986044525;G12_Y3_024_138
   7709;179.14596;+00.68111;18.6875; 0.26791;4;12;Sp;rd;21.4648;19.7906;18.7024;18.3312;18.1800;17.9024;17.5448;18.8112;Sloan;DR6;588848900986044528;G12_Y1_DND1_317
   7710;179.16228;+00.74934;19.6331;-2.00000;4;  ;Sp;rd;21.0260;20.0969;19.6490;19.4497;19.2576;19.0757;19.1221;19.7029;Sloan;DR6;588848900986044538;G12_Y3_024_133
   7711;179.16794;+00.66059;18.7949; 0.07655;4;12;Sp;rd;20.2188;19.2511;18.8297;18.5304;18.6473;18.5768;18.5795;18.9290;Sloan;DR6;588848900986044546;G12_Y1_DN1_352
   7712;179.17944;+00.65660;18.6338; 0.26703;4;12;Sp;rd;21.2910;19.7097;18.6424;18.2081;17.9170;17.5490;17.0873;18.7257;Sloan;DR6;588848900986044548;G12_Y1_DN1_357
   7713;179.18956;+00.63267;19.2185;-2.00000;4;  ;Sp;rd;22.0070;20.1636;19.2501;18.8309;18.5011;17.9784;17.7649;19.3545;Sloan;DR6;588848900986044557;G12_Y1_ND8_238
   7714;179.20940;+00.80800;18.1152; 0.20066;4;12;Sp;rd;21.3757;19.2929;18.0782;17.6264;17.4239;16.9082;16.5408;17.7257;Sloan;DR6;588848900986044578;G12_Y1_DN1_348
   7715;179.22873;+00.72392;15.9809; 0.07798;5;12;Sp;rd;18.3401;16.4943;15.6194;15.1988;14.9473;14.8055;14.6941;16.3948;Sloan;DR6;588848900986044588;80443407406727168
   7716;179.22943;+00.71634;19.3013;-2.00000;4;  ;Sp;sd;21.6952;18.1828;18.7755;18.3723;18.1413;17.8934;18.2365;18.7985;Sloan;DR6;588848900986044590;G12_Y2_033_142
   7717;179.23152;+00.82236;19.6397;-2.00000;4;  ;Sp;rd;21.4922;20.1115;19.5815;19.1864;18.8741;18.6292;18.7735;19.6390;Sloan;DR6;588848900986044600;G12_Y2_033_148
   7718;179.09455;+00.78763;19.3336;-2.00000;4;  ;Sp;rd;21.8477;20.8746;19.3398;18.6831;18.3476;17.7982;17.4625;18.6808;Sloan;DR6;588848900986044607;G12_Y1_ND3_317
   7719;179.12132;+00.68947;19.0248;-2.00000;4;  ;Sp;rd;20.9342;19.9258;19.0492;18.6582;18.3299;17.9497;17.5223;19.1902;Sloan;DR6;588848900986044615;G12_Y3_024_137
   7720;179.13445;+00.79392;19.3909;-2.00000;4;  ;Sp;rd;21.0688;20.5750;19.3967;18.9290;18.5095;18.4732;17.5808;19.2639;Sloan;DR6;588848900986044619;G12_Y3_024_141
   7721;179.14824;+00.68972;18.8885; 0.27045;4;12;Sp;rd;23.5703;20.3430;18.8863;18.3438;18.0893;17.7599;17.2782;18.9942;Sloan;DR6;588848900986044622;G12_Y1_DN1_351
   7722;179.16229;+00.71687;18.7990; 0.26753;4;12;Sp;rd;       ;20.2005;18.7740;18.2500;18.0395;17.4257;16.9838;18.9146;Sloan;DR6;588848900986044631;G12_Y1_DN1_349
   7723;179.16362;+00.71956;19.2178;-2.00000;3;  ;Sp;rd;21.4746;20.5592;19.0886;18.7030;18.3759;18.0756;17.5945;19.1042;Sloan;DR6;588848900986044632;G12_Y3_041_036
   7724;179.16535;+00.71113;19.4071;-2.00000;4;  ;Sp;rd;22.3058;20.8378;19.3931;18.9131;18.5572;18.3731;17.6544;19.5574;Sloan;DR6;588848900986044634;G12_Y3_024_135
   7725;179.19764;+00.68974;19.7053;-2.00000;4;  ;Sp;rd;22.1201;20.5211;19.6229;19.1974;18.9975;19.0139;18.7828;19.8209;Sloan;DR6;588848900986044639;G12_Y3_008_159
   7726;179.20616;+00.81847;19.5113;-2.00000;4;  ;Sp;rd;24.6897;20.6489;19.4847;19.0366;18.8547;18.2856;17.9995;19.4203;Sloan;DR6;588848900986044641;G12_Y3_024_130
   7727;179.22828;+00.81347;19.4903;-2.00000;4;  ;Sp;rd;23.4709;20.8858;19.5116;18.6283;18.1792;17.6678;18.0566;19.4829;Sloan;DR6;588848900986044647;G12_Y1_DD1_331
   7728;179.09828;+00.64751;19.4924;-2.00000;4;  ;Sp;rd;21.1222;19.9914;19.5072;19.2998;19.2985;18.7326;19.4815;19.6565;Sloan;DR6;588848900986044683;G12_Y3_041_045
   7730;179.09253;+00.80620;19.7203;-2.00000;4;  ;Sp;rd;       ;21.2074;19.9086;19.2538;18.9130;18.2774;17.6011;19.8044;Sloan;DR6;588848900986044803;G12_Y2_014_051
 485796;217.36591;-01.70980;19.2250;-2.00000;3;  ;Sp;sd;22.0902;       ;       ;17.9959;18.4921;       ;       ;18.8542;Sloan;DR6;587729777982439432;G15_Y2_001_149
   7731;179.09400;+00.82109;19.7329;-2.00000;4;  ;Sp;rd;20.9864;20.1304;19.6755;19.4179;19.2812;19.3210;19.2616;19.5790;Sloan;DR6;588848900986044806;G12_Y1_DD1_322
   7732;179.19685;+00.80706;19.7397;-2.00000;2;  ;Sp;rd;22.6934;20.8031;19.7595;19.2899;18.9896;18.6601;18.0864;19.7174;Sloan;DR6;588848900986045054;G12_Y3_041_028
   7733;179.20876;+00.76173;19.2212;-2.00000;4;  ;Sp;rd;21.0881;19.5854;19.1831;18.9225;19.1224;18.4694;19.0155;17.9752;Sloan;DR6;588848900986045087;G12_Y3_008_164
   7734;179.25285;+00.75179;19.4219;-2.00000;4;  ;Sp;rd;22.6685;20.0200;19.1915;18.4265;18.2412;17.7322;18.0970;19.4765;Sloan;DR6;588848900986109971;G12_Y3_024_129
   7735;179.25659;+00.75147;18.3080; 0.09563;4;12;Sp;rd;19.2026;18.4205;18.1129;17.7600;17.7109;17.5016;17.6242;18.3488;Sloan;DR6;588848900986109978;G12_Y1_ND3_329
   7736;179.26325;+00.81164;19.5931;-2.00000;3;  ;Sp;rd;21.1815;20.1098;19.3563;18.5723;18.7948;18.7394;18.7105;19.6285;Sloan;DR6;588848900986109984;G12_Y3_041_027
   7738;179.26302;+00.79038;19.6249;-2.00000;3;  ;Sp;sd;21.2624;19.7050;       ;       ;19.3645;19.9944;19.8955;19.7137;Sloan;DR6;588848900986110014;G12_Y3_041_024
   7740;179.31664;+00.72911;18.8497; 0.13038;4;12;Sp;rd;20.3816;19.3242;18.4684;17.8124;18.1843;17.6664;17.3064;18.9250;Sloan;DR6;588848900986110097;G12_Y1_DND1_329
   7741;179.32887;+00.65641;19.3599;-2.00000;4;  ;Sp;rd;20.9798;19.8800;19.2897;18.8387;18.7035;18.7728;18.1442;19.3188;Sloan;DR6;588848900986110115;G12_Y3_008_149
   7742;179.24125;+00.71167;17.6093; 0.07658;5;12;Sp;rd;19.7674;18.3942;17.5724;17.1800;16.9702;16.7403;16.6519;17.5913;Sloan;DR6;588848900986110160;80161989418024960
   7743;179.24528;+00.67727;17.6313; 0.13308;5;12;Sp;rd;19.8983;18.4903;17.6440;17.2443;17.0550;16.6699;16.3623;17.6726;Sloan;DR6;588848900986110164;80161989459968000
   7744;179.25802;+00.70860;19.7351;-2.00000;2;  ;Sp;rd;21.5515;20.6834;19.5514;18.9808;19.1023;19.2083;18.2467;19.8856;Sloan;DR6;588848900986110170;G12_Y3_041_032
   7745;179.27226;+00.68922;18.6242; 0.10940;4;12;Sp;rd;19.9788;18.9543;18.5955;18.2498;18.1378;18.1106;18.0601;18.6636;Sloan;DR6;588848900986110172;2dF_TGN380Z081
   7746;179.27842;+00.82354;18.7432; 0.19983;4;12;Sp;rd;20.7785;19.7357;18.7269;18.3700;18.1211;17.6036;17.3401;18.9048;Sloan;DR6;588848900986110174;G12_Y1_DND1_324
   7747;179.28271;+00.66966;18.7255; 0.12853;4;12;Sp;rd;20.2164;19.3315;18.6973;18.3673;18.2368;18.2992;17.9729;18.8143;Sloan;DR6;588848900986110177;G12_Y1_DN1_361
   7748;179.28668;+00.72587;19.4218;-2.00000;4;  ;Sp;rd;20.9705;20.2528;19.3947;19.0907;18.7472;18.9149;18.0706;19.5017;Sloan;DR6;588848900986110181;G12_Y3_024_126
   7749;179.29105;+00.68356;18.5958; 0.07781;4;12;Sp;rd;20.8225;19.3237;18.6099;18.2597;17.9373;17.6912;17.6583;18.6655;Sloan;DR6;588848900986110183;G12_Y1_ND3_333
   7750;179.30101;+00.80292;19.0541;-2.00000;4;  ;Sp;rd;20.9936;19.6494;19.0468;18.7726;18.7201;18.3029;18.4584;19.1447;Sloan;DR6;588848900986110189;G12_Y3_008_162
   7751;179.30271;+00.78974;19.2739;-2.00000;4;  ;Sp;rd;22.7796;20.3051;19.2854;18.8650;18.5975;17.9870;18.0416;19.3712;Sloan;DR6;588848900986110191;G12_Y3_008_161
   7752;179.30733;+00.83870;18.2639; 0.13220;4;12;Sp;rd;20.7574;19.0149;18.2780;17.9616;17.7702;17.4531;17.2012;18.3390;Sloan;DR6;588848900986110197;2dF_TGN380Z080
   7753;179.31597;+00.74487;18.5624; 0.20930;4;12;Sp;sd;       ;19.3577;18.7486;17.9520;18.1886;18.2173;18.1349;19.0074;Sloan;DR6;588848900986110212;G12_Y1_DN1_356
   7755;179.32943;+00.80255;17.1259; 0.12326;4;12;Sp;rd;19.0922;17.8280;17.1140;16.7079;16.4677;16.1056;15.9201;16.9441;Sloan;DR6;588848900986110225;80442260851785728
   7756;179.33406;+00.64366;18.8444; 0.13089;4;12;Sp;rd;20.1204;19.2782;18.8468;18.5997;18.4879;18.3056;18.2675;18.9390;Sloan;DR6;588848900986110227;G12_Y1_DN1_365
   7757;179.33666;+00.66441;17.4939; 0.20022;5;12;Sp;rd;20.2266;18.6583;17.4397;16.9805;16.7026;16.1979;15.9428;17.2707;Sloan;DR6;588848900986110229;80443407624830976
   7758;179.35900;+00.66939;17.8604; 0.20055;4;12;Sp;rd;20.3464;19.0153;17.7850;17.2950;16.9339;16.7169;16.3294;17.8925;Sloan;DR6;588848900986110239;G12_Y1_DN1_364
   7759;179.36212;+00.66952;18.0187; 0.20078;4;12;Sp;rd;20.8503;19.2814;17.9094;17.4151;17.1536;16.8591;16.5910;17.9957;Sloan;DR6;588848900986110240;G12_Y1_DND1_334
   7760;179.36002;+00.78231;19.6834;-2.00000;4;  ;Sp;rd;21.0010;20.1941;19.5942;19.5520;19.1457;18.8558;19.2494;19.8556;Sloan;DR6;588848900986110242;G12_Y3_024_123
   7761;179.36353;+00.74504;17.6709; 0.13094;5;12;Sp;rd;20.2225;18.5898;17.6276;17.1939;16.9133;16.5628;16.4054;17.6778;Sloan;DR6;588848900986110245;80442260847591424
   7762;179.37540;+00.82896;19.4999;-2.00000;4;  ;Sp;rd;22.0869;20.5318;19.4893;19.1909;18.7383;18.5214;18.2606;19.5103;Sloan;DR6;588848900986110254;G12_Y2_033_135
   7763;179.37587;+00.68514;19.0788;-2.00000;4;  ;Sp;rd;22.0589;20.0574;18.9922;18.5444;18.1512;17.8891;17.6335;19.1464;Sloan;DR6;588848900986110255;G12_Y3_008_147
   7764;179.37626;+00.74097;19.0681;-2.00000;4;  ;Sp;rd;20.8938;19.5248;19.0226;18.7502;18.8613;18.8555;18.4988;19.2110;Sloan;DR6;588848900986110257;G12_Y3_008_151
   7765;179.38108;+00.81713;16.3556; 0.06219;5;12;Sp;rd;17.9222;16.7857;16.2997;15.9840;15.8428;15.9303;16.0025;16.3887;Sloan;DR6;588848900986110263;80443407570305024
   7766;179.37936;+00.82040;19.7450;-2.00000;3;  ;Sp;rd;       ;21.1594;19.7080;19.0429;18.8489;18.6166;17.8938;20.0698;Sloan;DR6;588848900986110264;G12_Y3_041_020
   7767;179.24734;+00.77989;18.9727; 0.22924;4;12;Sp;rd;21.8958;20.2360;18.9606;18.4764;18.1891;17.6322;17.4027;19.0350;Sloan;DR6;588848900986110283;G12_Y1_ND3_327
   7768;179.25398;+00.82599;19.0854; 0.43670;5;12;Sp;rd;       ;20.4569;18.8700;18.2077;17.8626;17.8752;16.8060;19.2301;Sloan;DR6;588848900986110285;80443407440281600
   7769;179.28397;+00.71087;19.4980;-2.00000;4;  ;Sp;rd;21.5587;21.3542;19.3533;18.6813;18.3020;18.1097;17.4661;19.4752;Sloan;DR6;588848900986110295;G12_Y1_ND8_246
   7770;179.28734;+00.81922;19.4376;-2.00000;4;  ;Sp;rd;23.2600;21.0198;19.4245;18.8367;18.4572;18.1744;17.3363;19.3367;Sloan;DR6;588848900986110299;G12_Y2_033_145
   7771;179.32979;+00.76410;19.5688;-2.00000;4;  ;Sp;rd;22.4182;20.5127;19.5624;19.1302;18.9076;18.4586;17.9408;19.6704;Sloan;DR6;588848900986110306;G12_Y3_024_125
   7772;179.33600;+00.72761;19.7014;-2.00000;4;  ;Sp;rd;21.6939;20.5223;19.6656;19.2728;19.1978;18.5853;18.3837;19.7805;Sloan;DR6;588848900986110307;G12_Y1_ND8_249
   7774;179.33995;+00.78999;19.5775;-2.00000;3;  ;Sp;rd;22.1770;20.9568;19.4700;18.8637;18.4561;18.0015;17.7346;19.6646;Sloan;DR6;588848900986110313;G12_Y3_041_026
   7775;179.34065;+00.78784;19.5257;-2.00000;4;  ;Sp;rd;22.4311;20.4955;19.2342;18.7134;18.6939;17.9362;17.8868;19.3399;Sloan;DR6;588848900986110314;G12_Y2_033_132
   7776;179.34086;+00.78654;19.4432;-2.00000;4;  ;Sp;rd;21.0338;20.2073;19.2820;18.9874;18.5108;18.0562;17.7235;19.6016;Sloan;DR6;588848900986110315;G12_Y3_008_158
   7777;179.34976;+00.73656;18.7500; 0.40103;4;12;Sp;rd;20.3984;19.8395;18.6791;18.2556;17.9984;17.8651;16.9598;18.8815;Sloan;DR6;588848900986110318;G12_Y1_ND3_335
   7778;179.35067;+00.81112;19.5785;-2.00000;4;  ;Sp;rd;22.8988;20.8032;19.4087;18.9078;18.5921;18.1716;17.8787;19.6338;Sloan;DR6;588848900986110319;G12_Y2_021_155
   7779;179.36066;+00.69017;19.3183;-2.00000;4;  ;Sp;rd;21.0396;20.2438;19.3268;18.9247;18.7631;18.5003;17.9293;19.4310;Sloan;DR6;588848900986110322;G12_Y3_008_145
   7780;179.36242;+00.76820;19.3295;-2.00000;3;  ;Sp;rd;21.9006;20.1285;19.3195;19.0278;18.7979;18.3193;18.2459;19.4833;Sloan;DR6;588848900986110323;G12_Y3_041_025
   7781;179.36668;+00.79465;19.0103;-2.00000;4;  ;Sp;rd;21.4585;20.0665;19.0420;18.6632;18.3922;18.1989;17.5282;19.2129;Sloan;DR6;588848900986110324;G12_Y3_008_154
   7782;179.36924;+00.76643;18.2393; 0.13015;4;12;Sp;rd;21.3808;19.1540;18.2446;17.8147;17.5209;17.3006;17.1230;18.4460;Sloan;DR6;588848900986110325;G12_Y1_DN1_358
   7783;179.32233;+00.76365;19.2895;-2.00000;4;  ;Sp;rd;22.2292;20.2435;19.2721;18.8282;18.4748;18.4098;17.8068;19.4035;Sloan;DR6;588848900986110337;G12_Y2_033_138
   7784;179.26795;+00.82901;18.2005; 0.20010;4;12;Sp;rd;19.9539;18.8821;18.1244;17.8463;17.6068;17.2231;17.3783;18.2343;Sloan;DR6;588848900986110379;2dF_TGN379Z045
   7785;179.30078;+00.74353;19.5682;-2.00000;4;  ;Sp;rd;20.9733;19.9852;19.5276;19.2543;19.0441;19.4365;18.9351;19.6633;Sloan;DR6;588848900986110410;G12_Y3_008_157
   7786;179.34189;+00.66758;19.4399;-2.00000;4;  ;Sp;rd;20.8039;20.1582;19.3596;18.9954;19.0147;18.2993;18.0077;19.4912;Sloan;DR6;588848900986110433;G12_Y2_033_131
   7787;179.26347;+00.70155;19.5076;-2.00000;4;  ;Sp;rd;20.9439;20.3254;19.3377;18.7842;18.6731;18.3685;17.8300;19.4802;Sloan;DR6;588848900986110590;G12_Y2_033_139
   7788;179.26826;+00.65606;19.7303;-2.00000;4;  ;Sp;rd;20.6973;20.1589;19.6262;19.0736;19.3499;20.7023;19.0272;19.7869;Sloan;DR6;588848900986110603;G12_Y1_ND8_243
   7789;179.30135;+00.76409;19.5281;-2.00000;4;  ;Sp;rd;21.4945;20.2538;19.5345;19.3571;18.9469;19.2114;18.3937;19.7183;Sloan;DR6;588848900986110711;G12_Y2_033_140
   7790;179.37279;+00.78052;19.7383;-2.00000;3;  ;Sp;rd;22.8530;21.1007;19.7346;19.1552;18.9165;18.4333;17.8092;20.0064;Sloan;DR6;588848900986110917;G12_Y3_041_023
   7791;179.38309;+00.77780;18.6759; 0.13710;4;12;Sp;rd;21.5428;19.5855;18.6631;18.1831;17.9431;17.5442;17.5160;18.7627;Sloan;DR6;588848900986175493;G12_Y1_ND3_336
   7792;179.43636;+00.73396;17.1011; 0.00001;5;12;Sp;rd;18.7029;17.9097;17.1028;17.5336;17.5782;17.6131;18.3397;17.2882;Sloan;DR6;588848900986175512;80443407566110720
   7793;179.40111;+00.80510;16.6848; 0.07755;5;12;Sp;rd;18.9538;17.4831;16.6901;16.2597;15.9728;15.5948;15.4134;16.6616;Sloan;DR6;588848900986175640;80443407532556288
   7794;179.41096;+00.77823;19.7359;-2.00000;3;  ;Sp;rd;21.1744;20.4161;19.7512;19.5866;19.3164;19.0952;19.1493;19.8566;Sloan;DR6;588848900986175645;G12_Y3_041_022
   7795;179.41220;+00.79255;18.5936; 0.15859;4;12;Sp;rd;20.0426;19.1322;18.6181;18.4038;18.2583;18.2007;17.9699;18.7561;Sloan;DR6;588848900986175646;G12_Y1_ND3_337
   7796;179.41625;+00.77916;18.9816; 0.04666;4;12;Sp;rd;20.2875;19.4019;18.9891;18.8119;18.6537;18.7075;18.8162;19.0841;Sloan;DR6;588848900986175647;G12_Y1_DN1_360
   7797;179.41765;+00.63938;17.9315; 0.04680;4;12;Sp;rd;20.2998;18.7738;17.9489;17.4593;17.1326;16.6207;16.4744;17.9701;Sloan;DR6;588848900986175648;2dF_TGN379Z040
   7798;179.42074;+00.71847;18.1617; 0.19945;4;12;Sp;rd;21.5159;19.3903;18.1522;17.6804;17.3826;16.8997;16.6029;18.1737;Sloan;DR6;588848900986175652;G12_Y1_ND3_341
   7799;179.42686;+00.71339;19.6291;-2.00000;4;  ;Sp;rd;21.2157;20.5216;19.5993;19.1916;19.0400;18.5693;17.8530;19.7052;Sloan;DR6;588848900986175662;G12_Y1_ND8_253
   7800;179.43375;+00.76383;19.1066;-2.00000;4;  ;Sp;rd;20.2316;19.1971;18.5679;18.2756;18.0726;17.8873;17.5894;19.2759;Sloan;DR6;588848900986175665;G12_Y2_033_127
   7801;179.43462;+00.76393;19.6759;-2.00000;4;  ;Sp;sd;       ;       ;19.4554;19.0521;18.6814;18.3737;18.2323;19.6249;Sloan;DR6;588848900986175666;G12_Y2_021_148
   7802;179.44318;+00.80405;17.5820; 0.04630;4;12;Sp;rd;18.7959;17.8777;17.6020;17.4009;17.3161;17.2466;17.3173;17.6598;Sloan;DR6;588848900986175673;2dF_TGN448Z070
   7803;179.45391;+00.75031;18.5889; 0.12351;4;12;Sp;rd;20.4903;19.2583;18.5928;18.1744;17.9512;17.5177;17.2980;18.6154;Sloan;DR6;588848900986175682;G12_Y1_DN1_363
   7804;179.45894;+00.82375;16.7843; 0.06519;5;12;Sp;rd;18.1599;17.1432;16.7962;16.5155;16.4553;16.4631;16.4100;16.7725;Sloan;DR6;588848900986175683;80443407587082240
   7805;179.47630;+00.64835;18.9510; 0.10413;4;12;Sp;rd;21.0414;19.5466;18.9568;18.5605;18.3709;18.0702;17.8276;19.0492;Sloan;DR6;588848900986175688;G12_Y1_DN1_370
   7806;179.50724;+00.81809;19.6276;-2.00000;4;  ;Sp;rd;20.6701;20.1543;19.4666;18.7164;18.9219;18.8553;18.6490;19.3661;Sloan;DR6;588848900986175709;G12_Y2_021_147
   7807;179.52847;+00.78792;19.5112;-2.00000;4;  ;Sp;rd;20.4560;19.6076;19.3963;19.2018;19.1590;19.3380;18.6492;19.6766;Sloan;DR6;588848900986175732;G12_Y3_008_141
   7808;179.39300;+00.76507;19.2742;-2.00000;4;  ;Sp;rd;21.2713;20.2409;19.2809;18.8055;18.6096;17.9156;17.7478;19.4240;Sloan;DR6;588848900986175738;G12_Y2_033_129
   7809;179.40026;+00.69217;18.5467; 0.13058;4;12;Sp;rd;20.6482;19.3686;18.5634;18.0509;17.8972;17.3223;17.0275;18.6218;Sloan;DR6;588848900986175740;G12_Y1_ND3_338
   7810;179.42819;+00.78020;19.3524;-2.00000;4;  ;Sp;rd;       ;20.8720;19.3141;18.6952;18.3772;18.2313;17.4403;19.5011;Sloan;DR6;588848900986175744;G12_Y2_033_128
   7811;179.43697;+00.81826;18.4799; 0.24602;4;12;Sp;rd;20.6071;19.3290;18.4761;18.0530;17.9450;17.6524;17.0866;18.5455;Sloan;DR6;588848900986175749;G12_Y1_ND3_339
   7812;179.44343;+00.66470;19.5060;-2.00000;4;  ;Sp;rd;21.5233;20.4485;19.5219;19.1336;18.8449;18.1981;18.0856;19.5929;Sloan;DR6;588848900986175752;G12_Y3_024_113
   7813;179.44345;+00.82599;19.7467;-2.00000;4;  ;Sp;rd;22.2567;20.7469;19.7387;19.3022;19.2130;18.5646;18.3881;19.8216;Sloan;DR6;588848900986175753;G12_Y2_033_130
   7814;179.48212;+00.80028;19.5613;-2.00000;4;  ;Sp;rd;23.3863;21.1432;19.5075;18.9469;18.5478;18.6607;17.8509;19.4141;Sloan;DR6;588848900986175755;G12_Y2_033_125
   7815;179.50695;+00.79764;18.6434; 0.33338;4;12;Sp;rd;21.4886;20.1950;18.5130;17.9060;17.6815;17.3282;16.7281;18.6883;Sloan;DR6;588848900986175765;G12_Y1_END1_257
   7816;179.51620;+00.76836;17.9742; 0.17810;4;12;Sp;rd;20.0454;18.6370;17.9588;17.5832;17.4638;17.0738;16.7418;17.9815;Sloan;DR6;588848900986175769;2dF_TGN379Z030
   7817;179.38829;+00.82784;19.3908;-2.00000;4;  ;Sp;rd;20.4236;19.7296;19.3743;19.0899;19.1627;19.2039;18.6906;19.5147;Sloan;DR6;588848900986175808;G12_Y3_024_121
   7818;179.39282;+00.77217;19.4656;-2.00000;4;  ;Sp;rd;20.7762;20.0072;19.4661;19.1643;19.1155;19.1170;18.6579;19.6151;Sloan;DR6;588848900986175812;G12_Y1_ND8_254
   7819;179.40758;+00.80265;19.5133;-2.00000;4;  ;Sp;rd;21.3227;20.0378;19.5442;19.2780;19.0928;18.7735;18.8862;19.7364;Sloan;DR6;588848900986175827;G12_Y3_008_152
   7820;179.41793;+00.79566;19.7959;-2.00000;4;  ;Sp;rd;20.9796;20.2823;19.8305;19.5620;19.7498;19.6602;19.0293;20.0113;Sloan;DR6;588848900986175837;G12_Y1_ND8_256
   7821;179.43319;+00.64898;19.7448;-2.00000;4;  ;Sp;rd;21.1713;20.3595;19.7639;19.7085;19.9045;19.3574;19.1372;19.8807;Sloan;DR6;588848900986175850;G12_Y2_033_123
   7822;179.46036;+00.73192;19.2484;-2.00000;4;  ;Sp;rd;20.5666;19.6716;19.2344;19.0375;18.6901;18.6796;18.5283;19.3134;Sloan;DR6;588848900986175867;G12_Y3_008_144
   7823;179.52540;+00.75330;19.5362;-2.00000;4;  ;Sp;rd;21.8480;19.8953;19.5033;19.2919;20.6312;19.4373;19.2224;19.6906;Sloan;DR6;588848900986175912;G12_Y2_033_117
   7824;179.40746;+00.77468;18.9439; 0.20033;4;12;Sp;rd;21.3956;19.8484;18.9174;18.4903;18.3455;17.7964;17.1813;19.0232;Sloan;DR6;588848900986176007;G12_Y1_DND1_333
   7825;179.42435;+00.83356;19.3761;-2.00000;4;  ;Sp;rd;       ;19.6429;19.1797;19.2259;19.0738;18.9438;18.8654;19.0444;Sloan;DR6;588848900986176082;G12_Y3_008_155
   7826;179.50680;+00.72602;19.2505;-2.00000;4;  ;Sp;rd;22.5652;20.7817;19.2551;18.6796;18.3705;17.9578;17.2521;19.3230;Sloan;DR6;588848900986176332;G12_Y3_045_274
   7827;179.51419;+00.66109;19.4080;-2.00000;4;  ;Sp;rd;21.1818;20.0797;19.4473;19.1097;19.2912;20.2503;18.5701;19.4293;Sloan;DR6;588848900986176349;G12_Y3_024_106
   7830;179.58430;+00.82629;19.4059;-2.00000;4;  ;Sp;rd;20.9037;20.4291;19.3226;18.6875;18.3700;18.1653;17.9355;19.4755;Sloan;DR6;588848900986241040;G12_Y3_045_283
   7831;179.58548;+00.81364;18.7514; 0.27093;4;12;Sp;rd;19.1070;19.7386;18.3351;17.0441;17.2988;17.2226;16.9276;18.3011;Sloan;DR6;588848900986241041;G12_Y1_ND3_347
   7835;179.55141;+00.77063;19.2586;-2.00000;4;  ;Sp;sd;       ;       ;       ;18.7047;16.7771;18.5267;18.1709;19.1643;Sloan;DR6;588848900986241049;G12_Y2_033_115
   7836;179.55204;+00.78569;19.6168;-2.00000;4;  ;Sp;sd;       ;       ;       ;       ;       ;18.1805;17.3547;       ;Sloan;DR6;588848900986241050;G12_Y2_021_142
